Restaurant	Category	Dish	Description	Food restrictions	Source
Kruunu Pizzeria	Desserts	Affogato	Vaniljajäätelöä & espressoa tarjoillaan italialaiseen tyyliin	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ambra Bar & Kitchen	Pasta	Piparjuuri-rapupasta	Rapuja, Piparjuuri, Chili, Valkosipuli, Valkoviini, Kirsikkatomaatti, Rucola, Sitruuna	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ambra Bar & Kitchen	Pasta	Tomaattinen pestopasta: kana /  lohi / rapu / mozzarella	Tomaattikastike, Kerma, Pesto	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ambra Bar & Kitchen	Sides	Loaded fries	Cheddar-kastike, Paahdettu Prosciutto	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ambra Bar & Kitchen	Sides	Prosciutto-buffalaleipä	Paahdettu Prosciutto, Bufala-Mozzarella, Paahdettu Kirsikkatoaatti, Rucola, Pesto, Paahdettu Valkosipuleipä	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ambra Bar & Kitchen	Sides	Focaccia	Parmesaani, Valkosipuli, Oregano, Oliiviöljy	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ambra Bar & Kitchen	Burgers	Kasvisburger	Briossisämpylä, Kasvispihvi, Salaatti, Tomaatti, Maustekurkku, Paholaisen majoneesi	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ambra Bar & Kitchen	Burgers	Talon burger	Briossisämpylä, 180g Naudan jauhelihapihvi, Pekoni, Cheddarjuusto, Tomaatti, Maustekurkku, Salaatti, Paholaisen majoneesi	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ambra Bar & Kitchen	Pizza	Marinara	Tomaattikastike, Valkosipuli, Oregano	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ambra Bar & Kitchen	Pizza	Speck And Mushrooms	Tomaattikastike, Mozzarella, Savukinkku (speck),  Herkkusieni, Oliivi	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ambra Bar & Kitchen	Pizza	Deliziosa	Tomaattikastike, Mozzarella, Munakoiso, Salami (spianata), Gorgonzola, Oliivi	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ambra Bar & Kitchen	Desserts	Jäätelöpallo mansikkahillolla		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ambra Bar & Kitchen	Desserts	Tyrni-valkosuklaa pannacotta		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Herkku-Haarukka	Starters	METSÄSTÄJÄNLEIPÄ		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Herkku-Haarukka	Starters	MOZZARELLATIKUT		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Herkku-Haarukka	Starters	LÄMMIN KANALEIPÄ		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Herkku-Haarukka	Mains	HERKKULEIKE		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Herkku-Haarukka	Mains	MEXICAN HÄRKÄ		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Herkku-Haarukka	Mains	PIPPURIPOSSUA		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Herkku-Haarukka	Pizza	RUSTICA		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Herkku-Haarukka	Pizza	FRUTTI DI MARE		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Herkku-Haarukka	Pizza	AL CAPONE		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Thai Restaurant Meelom - Käpylä	Starters	Popia	Thaimaalaiset kevätkääryleet 3 kpl.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Thai Restaurant Meelom - Käpylä	Starters	Som Tam	Vihreästä papaijasta tehty salaatti chiliä, vihanneksia ja cashewpähkinöitä.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Thai Restaurant Meelom - Käpylä	Starters	Phad Phak Ruam Mit	Paistettuja vihanneksia.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Thai Restaurant Meelom - Käpylä	Mains	Phad Kaprau Plaa	Kalaa, basilikanlehtiä, chiliä ja valkosipulia.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Thai Restaurant Meelom - Käpylä	Mains	Khau Pad Gäängkhio Waan Kai	Paistettua kanaa, riisiä, vihreällä curry-kookosmaitokastikkeella.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Thai Restaurant Meelom - Käpylä	Mains	Phad Thai Muu	Paistettua nuudelia, porsaanlihaa, kananmunaa ja pähkinämurskaa.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Malati	Starters	Special Soup (L)	Kermainen kana ja katkarapu kookoskeitto	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Malati	Mains	Baigan Masala (L, V)	Paistettua munakoisoa, tomaatti, inkivääri, sipuli, valkosipuli masalakastikkeessa	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Malati	Mains	Chicken & Paneer Mix	Tandooriuunissa grillattua kananpaloja ja paneer-juustopaloja, cashewpähkinä, inkivääri, tomaatti kookos voi kermakastikkeessa	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Malati	Mains	Chef’s Mix Karai	Tandooriuunissa grillattua lampaan sisäfileen paloja, kanan paloja, jättikatkarapuja ja tuorejuustoa, sipuli, inkivääriä, voi tomaatti kastikkeessa	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
The Grill	Salads	Kanasalaatti	Hiiligrillattu broilerin rintafilee, grillattu ananasrengas, salaatti, kirsikkatomaatti, kurkku, salaattikastike	['Gluten-free', 'Vegetarian']	menu_highlights
The Grill	Salads	Halloumijuustosalaatti	Paneroitu halloumijuustoa, salaatti, kirsikkatomaatti, kurkku, salaattikastike	['Gluten-free', 'Vegetarian']	menu_highlights
The Grill	Salads	Vuohenjuustosalaatti	Paneroitu vuohenjuusto, salaatti, kirsikkatomaatti, kurkku, salaattikastike	['Gluten-free', 'Vegetarian']	menu_highlights
The Grill	Mains	Shish kebab	2 x hiiligrillattua lammas-naudanjauhelihavarrasta, grillatuja kasviksia sekä valinnainen lisuke.	['Gluten-free', 'Vegetarian']	menu_highlights
The Grill	Mains	Lammasvartaat	2 x hiiligrillattua lammasvarrasta, grillattuja kasviksia sekä valinnainen lisuke.	['Gluten-free', 'Vegetarian']	menu_highlights
The Grill	Mains	Vege Grill	Hiiligrillattuja kasviksia (munakoiso, kesäkurpitsa, herkkusieni, sipuli, paprika, tomaatti) sekä valinnainen lisuke.	['Gluten-free', 'Vegetarian']	menu_highlights
Seurahuone Pub Herttoniemi	Mains	Aurahampurilainen	"200g naudan täyslihapihvi, talon sämpylä,
aurajuustoa,salaattia, tomaattia, punasipulia
ja Talon majonesia. (L)"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Seurahuone Pub Herttoniemi	Mains	Margheritapizza	Tomaattikastiketta ja mozzarellajuusto	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Seurahuone Pub Herttoniemi	Mains	Kentuckyn kanakori	"Herkullisen rapeita Kentuckyn kanafileitä ja
ranskanperunoita. (L)"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Noodle Story Hertsi	Noodles	Noodles with beef in Sichuan Mala sauce	"Fresh homemade noodles with slowly simmered beef in homemade Sichuan spicy sauce,
tofu, Pak Choy, shimeji mushroom, bean sprouts, with spring onions and coriander on the top."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Noodle Story Hertsi	Noodles	Sichuan Dandan Noodles with pork	"Fresh homemade noodles with pork minced pork in sesame-peanut chili sauce,
Pak Choy, bean sprouts, shimeji mushrooms and preserved vegetables,
with spring onions, coriander and peanut on the top."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Noodle Story Hertsi	Noodles	Wonton nuudelikeitto	"Tuoreita kotitekoisia nuudeleita, 8 kpl kotitekoinen Wonton (broiler ja sieni),
pak choi, Shimeji-sieniä, pavunituja, kevätsipulia ja korianteria."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Akhanda Nepalilainen Ravintola	Starters	VEG SOUP	Kasviskeitto	['Vegan', 'Vegetarian']	menu_highlights
Akhanda Nepalilainen Ravintola	Starters	CHICKEN SOUP	Kanakeitto	['Vegan', 'Vegetarian']	menu_highlights
Akhanda Nepalilainen Ravintola	Starters	PANEER TIKKA	Marinoitua tuorejuustoa, vihreä paprikaa, sipulia ja tomaattia	['Vegan', 'Vegetarian']	menu_highlights
Akhanda Nepalilainen Ravintola	Mains	PANEER MAKHANI		['Vegan', 'Vegetarian']	menu_highlights
Akhanda Nepalilainen Ravintola	Mains	AKHANDA SPECIAL SIZZLER		['Vegan', 'Vegetarian']	menu_highlights
Akhanda Nepalilainen Ravintola	Mains	TANDOORI KING PRAWN		['Vegan', 'Vegetarian']	menu_highlights
Akhanda Nepalilainen Ravintola	Desserts	GULAB JAMUN		['Vegan', 'Vegetarian']	menu_highlights
Akhanda Nepalilainen Ravintola	Desserts	AKHANDA BANANA		['Vegan', 'Vegetarian']	menu_highlights
Akhanda Nepalilainen Ravintola	Desserts	KULFI		['Vegan', 'Vegetarian']	menu_highlights
Sushisama	Platters	SUSHISAMA FAMILY PLATTER (50KPL)	Lohi Nigiri 10kpl, Grillattu Lohi Nigiri 10kpl, Avokado Nigiri 2kpl, Ebi Nigiri 4kpl, Grillattu Ebi Nigiri 4kpl, Inari Nigiri 2kpl, Lohi Futomaki 4kpl, Sesame Surimi Uramaki 9kpl, Gunkun 3kpl	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Sushisama	Sushi	CRUNCH SURIMI URAMAKI 9KPL	Surimi, Cucumber, Fried onion with Mayonnaise Sauce and Unagi Sauce	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Sushisama	Sushi	SESAME SURIMI URAMAKI 9KPL	Surimi, Avocado, Cheese and Sesame	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Sushisama	Sushi	GRILLATTU LOHI DRAGON URAMAKI 9KPL	Grilled Salmon, Cooked salmon, Cucumber with Mayonnaise Sauce, Unagi Sauce , Sriracha Sauce and Chives	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Sushisama	Mains	SUSHISAMA LOHI POKE BOWL	Marinated grave salmon, avocado, dry onion, pickled reb cabbage, mango,soybeans, seaweed,mayonnaise and sesame	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Sushisama	Mains	SUSHISAMA VEGE POKE BOWL	Inari, avocado, dry onion,pickled reb cabbage, mango,soybeans, seaweed sesame	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
El Torito Restaurant & Grill	Salads	CAESAR SALAATTI	grillattua kananrintaa, vihersalaattia, basilikaa, parmesanjuustoa, krutonkeja, caesarkastiketta ja balsamicoa	['Vegan', 'Vegetarian']	menu_highlights
El Torito Restaurant & Grill	Salads	VUOHENJUUSTOSALAATTI	vuohenjuustoa, vihersalaatti, basilikaa, paholaisen hilloa ja balsamicoa	['Vegan', 'Vegetarian']	menu_highlights
